"iata"	"airport"	"city"	"state"	"country"	"lat"	"long"
"1843"	"ICL"	"Schenck "	"Clarinda"	"IA"	"USA"	40.72178361	-95.02642667
"1844"	"ICT"	"Wichita Mid-Continent"	"Wichita"	"KS"	"USA"	37.64995889	-97.43304583
"1845"	"IDA"	"Idaho Falls Regional"	"Idaho Falls"	"ID"	"USA"	43.51455556	-112.0701667
"1846"	"IDI"	"Indiana Cty/Jimmy Stewart"	"Indiana"	"PA"	"USA"	40.63222222	-79.10552778
"1847"	"IDL"	"Indianola Municipal"	"Indianola"	"MS"	"USA"	33.48574611	-90.67887611
"1848"	"IDP"	"Independence Municipal"	"Independence"	"KS"	"USA"	37.15837222	-95.77838333
"1849"	"IEM"	"Whittier"	"Whittier"	"AK"	"USA"	60.7772125	-148.7215775
"1850"	"IEN"	"Pine Ridge"	"Pine Ridge"	"SD"	"USA"	43.02257694	-102.5110728
"1851"	"IER"	"Natchitoches Municipal"	"Natchitoches"	"LA"	"USA"	31.73572	-93.09913639
"1852"	"IFA"	"Iowa Falls Municipal"	"Iowa Falls"	"IA"	"USA"	42.47078639	-93.26995361
"1853"	"IFP"	"Laughlin/Bullhead International"	"Bullhead City"	"AZ"	"USA"	35.15738889	-114.5595278
"1854"	"IGG"	"Igiugig"	"Igiugig"	"AK"	"USA"	59.32373528	-155.9032733
"1855"	"IGM"	"Kingman"	"Kingman"	"AZ"	"USA"	35.25947222	-113.9380556
"1856"	"IGQ"	"Lansing Municipal"	"Chicago/Lansing"	"IL"	"USA"	41.53988889	-87.53216667
"1857"	"IGT"	"Nightmute"	"Nightmute"	"AK"	"USA"	60.47032722	-164.6856414
"1858"	"IIB"	"Independence Municipal"	"Independence"	"IA"	"USA"	42.45359833	-91.94761833
"1859"	"IIK"	"Kipnuk"	"Kipnuk"	"AK"	"USA"	59.93295111	-164.0305131
"1860"	"IIY"	"Washington-Wilkes County"	"Washington"	"GA"	"USA"	33.77987528	-82.81661639
"1861"	"IJD"	"Windham"	"Willimantic"	"CT"	"USA"	41.74404028	-72.18023583
"1862"	"IJX"	"Jacksonville Municipal"	"Jacksonville"	"IL"	"USA"	39.77429694	-90.23856583
"1863"	"IKK"	"Greater Kankakee"	"Kankakee"	"IL"	"USA"	41.07140417	-87.84626861
"1864"	"IKV"	"Ankeny Regional"	"Ankeny"	"IA"	"USA"	41.69128556	-93.56630333
"1865"	"ILE"	"Killeen Municipal"	"Killeen"	"TX"	"USA"	31.08583333	-97.6865
"1866"	"ILG"	"New Castle County "	"Wilmington"	"DE"	"USA"	39.67872222	-75.60652778
"1867"	"ILI"	"Iliamna"	"Iliamna"	"AK"	"USA"	59.75380028	-154.9109597
"1868"	"ILM"	"Wilmington International"	"Wilmington"	"NC"	"USA"	34.27061111	-77.90255556
"1869"	"IML"	"Imperial Municipal"	"Imperial"	"NE"	"USA"	40.50930556	-101.6205278
"1870"	"IMM"	"Immokalee"	"Immokalee"	"FL"	"USA"	26.43316667	-81.40102778
"1871"	"IMS"	"Madison Municipal"	"Madison"	"IN"	"USA"	38.75888889	-85.46552778
"1872"	"IMT"	"Ford"	"Iron Mountain/Kingsford"	"MI"	"USA"	45.81835417	-88.1145425
"1873"	"IN03"	"Indianapolis Downtown"	"Indianapolis"	"IN"	"USA"	39.76587639	-86.148875
"1874"	"IND"	"Indianapolis International"	"Indianapolis"	"IN"	"USA"	39.71732917	-86.29438417
"1875"	"INK"	"Winkler County"	"Wink"	"TX"	"USA"	31.77962833	-103.2013619
"1876"	"INL"	"Falls International"	"International Falls"	"MN"	"USA"	48.56618722	-93.40306667
"1877"	"INT"	"Smith Reynolds"	"Winston-Salem"	"NC"	"USA"	36.13372222	-80.222
"1878"	"INW"	"Winslow-Lindbergh Regional"	"Winslow"	"AZ"	"USA"	35.02191667	-110.7225278
"1879"	"IOB"	"Mt Sterling-Montgomery County"	"Mount Sterling"	"KY"	"USA"	38.05813889	-83.97958333
"1880"	"IOW"	"Iowa City Municipal"	"Iowa City"	"IA"	"USA"	41.63924389	-91.54650333
"1881"	"IPJ"	"Lincoln County"	"Lincolnton"	"NC"	"USA"	35.48332889	-81.16125833
"1882"	"IPL"	"Imperial County"	"Imperial"	"CA"	"USA"	32.83422028	-115.5787456
"1883"	"IPT"	"Williamsport-Lycoming Cty"	"Williamsport"	"PA"	"USA"	41.24183583	-76.92109556
"1884"	"IRK"	"Kirksville Regional"	"Kirksville"	"MO"	"USA"	40.09364444	-92.54496917
"1885"	"IRS"	"Kirsch Municipal"	"Sturgis"	"MI"	"USA"	41.8128725	-85.43906111
"1886"	"ISM"	"Kissimmee Municipal"	"Orlando"	"FL"	"USA"	28.28980556	-81.43708333
"1887"	"ISN"	"Sloulin Field International"	"Williston"	"ND"	"USA"	48.17793861	-103.6423467
"1888"	"ISO"	"Kinston Regional Jetport At Stallin"	"Kinston"	"NC"	"USA"	35.32807944	-77.61552611
"1889"	"ISP"	"Long Island - MacArthur"	"Islip"	"NY"	"USA"	40.7952425	-73.10021194
"1890"	"ISQ"	"Schoolcraft County"	"Manistique"	"MI"	"USA"	45.97464056	-86.17183056
"1891"	"ISW"	"Alexander "	"Wisconsin Rapids"	"WI"	"USA"	44.36033833	-89.83897056
"1892"	"ISZ"	"Cincinnati-Blue Ash"	"Cincinnati"	"OH"	"USA"	39.24669444	-84.38897222
"1893"	"ITH"	"Tompkins Cty "	"Ithaca"	"NY"	"USA"	42.49102778	-76.45844444
"1894"	"ITO"	"Hilo International"	"Hilo"	"HI"	"USA"	19.72026306	-155.0484703
"1895"	"ITR"	"Kit Carson County"	"Burlington"	"CO"	"USA"	39.2425	-102.2853889
"1896"	"IWA"	"Williams Gateway"	"Phoenix"	"AZ"	"USA"	33.30783333	-111.6554722
"1897"	"IWD"	"Gogebic County"	"Ironwood"	"MI"	"USA"	46.52747472	-90.13139667
"1898"	"IWH"	"Wabash Municipal"	"Wabash"	"IN"	"USA"	40.76195972	-85.79873417
"1899"	"IWI"	"Wiscasset"	"Wiscasset"	"ME"	"USA"	43.96141667	-69.71255556
"1900"	"IWK"	"Wales"	"Wales"	"AK"	"USA"	65.62394028	-168.0991719
"1901"	"IWS"	"West Houston"	"Houston"	"TX"	"USA"	29.81819444	-95.67261111
"1902"	"IXD"	"New Century Aircenter"	"Olathe"	"KS"	"USA"	38.83090472	-94.89030333
"1903"	"IYK"	"Inyokern"	"Inyokern"	"CA"	"USA"	35.65884306	-117.8295122
"1904"	"IYS"	"Wasilla"	"Wasilla"	"AK"	"USA"	61.57196083	-149.5405556
"1905"	"IZA"	"Santa Ynez"	"Santa Ynez"	"CA"	"USA"	34.60682028	-120.0755617
"1906"	"IZG"	"Eastern Slopes Regional"	"Fryeburg"	"ME"	"USA"	43.99114472	-70.94787444
"1907"	"JAC"	"Jackson Hole"	"Jackson"	"WY"	"USA"	43.60732417	-110.7377389
"1908"	"JAN"	"Jackson International"	"Jackson"	"MS"	"USA"	32.31116667	-90.07588889
"1909"	"JAS"	"Jasper County -Bell "	"Jasper"	"TX"	"USA"	30.89058333	-94.03483333
"1910"	"JAU"	"Campbell County"	"Jacksboro"	"TN"	"USA"	36.33457556	-84.16234472
"1911"	"JAX"	"Jacksonville International"	"Jacksonville"	"FL"	"USA"	30.49405556	-81.68786111
"1912"	"JBR"	"Jonesboro Municipal"	"Jonesboro"	"AR"	"USA"	35.83186111	-90.64616667
"1913"	"JCT"	"Kimble County"	"Junction"	"TX"	"USA"	30.51126	-99.76345528
"1914"	"JDN"	"Jordan"	"Jordan"	"MT"	"USA"	47.33333417	-106.9339564
"1915"	"JEF"	"Jefferson City Memorial"	"Jefferson City"	"MO"	"USA"	38.59117917	-92.15614389
"1916"	"JER"	"Jerome County"	"Jerome"	"ID"	"USA"	42.72663639	-114.4571506
"1917"	"JES"	"Jesup-Wayne County"	"Jesup"	"GA"	"USA"	31.55408333	-81.88344444
"1918"	"JFK"	"John F Kennedy Intl"	"New York"	"NY"	"USA"	40.63975111	-73.77892556
"1919"	"JFX"	"Walker County"	"Jasper"	"AL"	"USA"	33.90199528	-87.31416639
"1920"	"JHM"	"Kapalua"	"Lahaina"	"HI"	"USA"	20.96293639	-156.6730317
"1921"	"JHW"	"Chautauqua Cty"	"Jamestown"	"NY"	"USA"	42.15336861	-79.258035
"1922"	"JKA"	"Jack Edwards"	"Gulf Shores"	"AL"	"USA"	30.28951667	-87.67371472
"1923"	"JKJ"	"Moorhead Municipal "	"Moorhead"	"MN"	"USA"	46.83919194	-96.66313028
"1924"	"JKL"	"Julian Carroll"	"Jackson"	"KY"	"USA"	37.59386111	-83.31725
"1925"	"JLN"	"Joplin Regional"	"Joplin"	"MO"	"USA"	37.15181361	-94.49826833
"1926"	"JMR"	"Mora Municipal"	"Mora"	"MN"	"USA"	45.88609722	-93.27177833
"1927"	"JMS"	"Jamestown Municipal"	"Jamestown"	"ND"	"USA"	46.92971944	-98.67819528
"1928"	"JNU"	"Juneau International"	"Juneau"	"AK"	"USA"	58.35496194	-134.5762764
"1929"	"JNX"	"Johnston County"	"Smithfield"	"NC"	"USA"	35.54094139	-78.39032944
"1930"	"JOT"	"Joliet Park District"	"Chicago/Joliet"	"IL"	"USA"	41.51805833	-88.17525583
"1931"	"JQF"	"Concord Regional"	"Concord"	"NC"	"USA"	35.38520694	-80.70971389
"1932"	"JRA"	"Port Authority-W 30th St Midtown Heliport"	"New York"	"NY"	"USA"	40.75454583	-74.00708389
"1933"	"JRB"	"Downtown Manhattan/Wall St. Heliport"	"New York"	"NY"	"USA"	40.70121361	-74.00902833
"1934"	"JRF"	"Kalaeloa (John Rodgers )"	"Kapolei"	"HI"	"USA"	21.30735389	-158.0703017
"1935"	"JSO"	"Jacksonville-Cherokee County"	"Jacksonville"	"TX"	"USA"	31.86933667	-95.21739028
"1936"	"JST"	"Johnstown-Cambria Cty"	"Johnstown"	"PA"	"USA"	40.31611111	-78.83394444
"1937"	"JVL"	"Rock County"	"Janesville"	"WI"	"USA"	42.61958222	-89.04034028
"1938"	"JVY"	"Clark County"	"Jeffersonville"	"IN"	"USA"	38.36562278	-85.73829639
"1939"	"JWG"	"Watonga"	"Watonga"	"OK"	"USA"	35.86469444	-98.42075
"1940"	"JWN"	"John C. Tune"	"Nashville"	"TN"	"USA"	36.18236194	-86.88672278
"1941"	"JXN"	"Jackson County Reynolds "	"Jackson"	"MI"	"USA"	42.25978556	-84.45940361
"1942"	"JYG"	"St James Municipal"	"St James"	"MN"	"USA"	43.98631833	-94.55793722
"1943"	"JYL"	"Plantation Airpark"	"Sylvania"	"GA"	"USA"	32.64544861	-81.59649722
"1944"	"JYM"	"Hillsdale Municipal"	"Hillsdale"	"MI"	"USA"	41.92126083	-84.5857625
"1945"	"JYO"	"Leesburg Executive "	"Leesburg"	"VA"	"USA"	39.07797222	-77.5575
"1946"	"JYR"	"Municipal"	"York"	"NE"	"USA"	40.89675	-97.62277778
"1947"	"JZI"	"Charleston Executive"	"Charleston"	"SC"	"USA"	32.70086111	-80.00291667
"1948"	"JZP"	"Pickens County"	"Jasper"	"GA"	"USA"	34.45147972	-84.45659278
"1949"	"JZZ"	"Koliganek"	"Koliganek"	"AK"	"USA"	59.72664194	-157.2594722
"1950"	"K01"	"Farington "	"Auburn"	"NE"	"USA"	40.38750167	-95.78916167
"1951"	"K02"	"Perryville Municipal"	"Perryville"	"MO"	"USA"	37.86866667	-89.86213889
"1952"	"K06"	"Greater Beardstown"	"Beardstown"	"IL"	"USA"	39.97338139	-90.40373556
"1953"	"K09"	"Piseco Muni"	"Piseco"	"NY"	"USA"	43.45340222	-74.51765083
"1954"	"K15"	"Linn Creek-Grand Glaize Memorial"	"Osage Beach"	"MO"	"USA"	38.11045	-92.68054583
"1955"	"K20"	"Wendell H. Ford"	"Hazard"	"KY"	"USA"	37.38783833	-83.26205889
"1956"	"K22"	"Big Sandy Regional"	"Prestonburg"	"KY"	"USA"	37.75102778	-82.63669444
"1957"	"K24"	"Russell County"	"Jamestown"	"KY"	"USA"	37.00888889	-85.10277778
"1958"	"K29"	"Council"	"Council"	"AK"	"USA"	64.89788278	-163.7034472
"1959"	"K33"	"Salem Memorial"	"Salem"	"MO"	"USA"	37.61523333	-91.60444167
"1960"	"K34"	"Municipal"	"Gardner"	"KS"	"USA"	38.80708333	-94.95602778
"1961"	"K39"	"St Clair Memorial"	"St Clair"	"MO"	"USA"	38.37594333	-90.97073944
"1962"	"K46"	"Blair Municipal"	"Blair"	"NE"	"USA"	41.41805139	-96.1136275
"1963"	"K54"	"Teller"	"Teller"	"AK"	"USA"	65.24089806	-166.3360067
"1964"	"K57"	"Gould Peterson Municipal"	"Tarkio"	"MO"	"USA"	40.44583139	-95.36275806
"1965"	"K59"	"Amelia Earhart"	"Atchison"	"KS"	"USA"	39.57052472	-95.18033139
"1966"	"K61"	"Moritz Memorial"	"Beloit"	"KS"	"USA"	39.47115222	-98.12878389
"1967"	"K62"	"Falmouth Pendleton County"	"Falmouth"	"KY"	"USA"	38.70423611	-84.39160417
"1968"	"K67"	"Oswego Municipal"	"Oswego"	"KS"	"USA"	37.15978667	-95.04246222
"1969"	"K68"	"Garnett Municipal"	"Garnett"	"KS"	"USA"	38.27918833	-95.21691833
"1970"	"K78"	"Abilene Municipal"	"Abilene."	"KS"	"USA"	38.90405583	-97.23585389
"1971"	"K81"	"Miami County"	"Paola"	"KS"	"USA"	38.53751389	-94.92524194
"1972"	"K82"	"Smith Center Municipal"	"Smith Center"	"KS"	"USA"	39.76112278	-98.79343639
"1973"	"K83"	"Sabetha Municipal"	"Sabetha"	"KS"	"USA"	39.90416667	-95.7794325
"1974"	"K88"	"Allen County"	"Iola"	"KS"	"USA"	37.87008333	-95.38638889
"1975"	"K89"	"Macon-Fower Memorial"	"Macon"	"MO"	"USA"	39.72870694	-92.464455
"1976"	"K96"	"Tuscola"	"Tuscola"	"IL"	"USA"	39.78086528	-88.30616
"1977"	"KAE"	"Kake SPB"	"Kake"	"AK"	"USA"	56.97299639	-133.9456147
"1978"	"KAL"	"Kaltag"	"Kaltag"	"AK"	"USA"	64.32571917	-158.7441475
"1979"	"KCC"	"Coffman Cove SPB"	"Coffman Cove"	"AK"	"USA"	56.00324444	-132.8419689
"1980"	"KCL"	"Chignik Lagoon"	"Chignik Flats"	"AK"	"USA"	56.31116306	-158.5359264
"1981"	"KEB"	"English Bay"	"English Bay"	"AK"	"USA"	59.35214833	-151.9251558
"1982"	"KEK"	"Ekwok"	"Ekwok"	"AK"	"USA"	59.35399444	-157.4744092
"1983"	"KFP"	"False Pass"	"False Pass"	"AK"	"USA"	54.84744583	-163.4103222
"1984"	"KGX"	"Grayling"	"Grayling"	"AK"	"USA"	62.89456056	-160.0649042
"1985"	"KIB"	"Ivanof Bay SPB"	"Ivanof Bay"	"AK"	"USA"	55.89753333	-159.4886689
"1986"	"KIC"	"Mesa Del Rey"	"King City"	"CA"	"USA"	36.22802139	-121.1218614
"1987"	"KKA"	"Koyuk"	"Koyuk"	"AK"	"USA"	64.93404056	-161.158145
"1988"	"KKB"	"Kitoi Bay SPB"	"Kitoi Bay"	"AK"	"USA"	58.19094611	-152.3704875
"1989"	"KLG"	"Kalskag"	"Kalskag"	"AK"	"USA"	61.53627389	-160.3413306
"1990"	"KLL"	"Levelock"	"Levelock"	"AK"	"USA"	59.11816472	-156.8652169
"1991"	"KLS"	"Kelso-Longview"	"Kelso"	"WA"	"USA"	46.118	-122.8983889
"1992"	"KNB"	"Kanab Muni"	"Kanab"	"UT"	"USA"	37.01110583	-112.5311936
"1993"	"KNW"	"Stuyahok"	"New Stuyahok"	"AK"	"USA"	59.44955333	-157.3271908
"1994"	"KOA"	"Kona International At Keahole"	"Kailua/Kona"	"HI"	"USA"	19.73876583	-156.0456314
"1995"	"KPB"	"Point Baker SPB"	"Point Baker"	"AK"	"USA"	56.35185972	-133.6225864
"1996"	"KPH"	"Pauloff Harbor SPB"	"Pauloff Harbor"	"AK"	"USA"	54.45912028	-162.6936406
"1997"	"KQA"	"Akutan SPB"	"Akutan"	"AK"	"USA"	54.13246694	-165.7853111
"1998"	"KSM"	"St. Mary's"	"St. Mary's"	"AK"	"USA"	62.06048639	-163.3021108
"1999"	"KTB"	"Thorne Bay"	"Thorne Bay"	"AK"	"USA"	55.68796194	-132.5366758
"2000"	"KTN"	"Ketchikan International"	"Ketchikan"	"AK"	"USA"	55.35556861	-131.71374
"2001"	"KTS"	"Brevig Mission"	"Brevig Mission"	"AK"	"USA"	65.33136111	-166.4631667
"2002"	"KVC"	"King Cove"	"King Cove"	"AK"	"USA"	55.1163475	-162.2662272
"2003"	"KVL"	"Kivalina"	"Kivalina"	"AK"	"USA"	67.73125333	-164.5518019
"2004"	"KWT"	"Kwethluk"	"Kwethluk"	"AK"	"USA"	60.80425194	-161.44535
"2005"	"KXA"	"Kasaan SPB"	"Kasaan"	"AK"	"USA"	55.53741389	-132.3975144
"2006"	"KYK"	"Karluk"	"Karluk"	"AK"	"USA"	57.56706389	-154.4503714
"2007"	"KYU"	"Koyukuk"	"Koyukuk"	"AK"	"USA"	64.87714278	-157.7158358
"2008"	"L04"	"Holtville"	"Holtville"	"CA"	"USA"	32.84032361	-115.2674806
"2009"	"L05"	"Kern Valley"	"Kernville"	"CA"	"USA"	35.72828472	-118.4198069
"2010"	"L06"	"Furnace Creek"	"Death Valley National Park"	"CA"	"USA"	36.46383694	-116.8814425
"2011"	"L08"	"Borrego Valley"	"Borrego Springs"	"CA"	"USA"	33.25902778	-116.3209722
"2012"	"L12"	"Redlands Municipal"	"Redlands"	"CA"	"USA"	34.08526167	-117.1463789
"2013"	"L15"	"Henderson"	"Las Vegas"	"NV"	"USA"	35.97636444	-115.1327708
"2014"	"L17"	"Taft-Kern County"	"Taft"	"CA"	"USA"	35.14107806	-119.4412294
"2015"	"L18"	"Fallbrook Community Airpark"	"Fallbrook"	"CA"	"USA"	33.35419806	-117.2508686
"2016"	"L19"	"Wasco-Kern County"	"Wasco"	"CA"	"USA"	35.61967889	-119.3537242
"2017"	"L26"	"Hesperia"	"Hesperia"	"CA"	"USA"	34.37722333	-117.3158783
"2018"	"L31"	"Greater St. Tammany Parish "	"Covington"	"LA"	"USA"	30.44505417	-89.98887889
"2019"	"L35"	"Big Bear City"	"Big Bear"	"CA"	"USA"	34.26361944	-116.854475
"2020"	"L38"	"Louisiana Regional"	"Gonzales"	"LA"	"USA"	30.17135306	-90.94039583
"2021"	"L39"	"Leesville"	"Leesville"	"LA"	"USA"	31.16819444	-93.34245833
"2022"	"L42"	"Allen Parish"	"Oakdale"	"LA"	"USA"	30.75016667	-92.68847222
"2023"	"L45"	"Bakersfield Municipal"	"Bakersfield"	"CA"	"USA"	35.32483333	-118.9958333
"2024"	"L49"	"South Lafourche"	"Galliano"	"LA"	"USA"	29.44482222	-90.26111667
"2025"	"L52"	"Oceano County"	"Oceano"	"CA"	"USA"	35.10136472	-120.6221153
"2026"	"L67"	"Rialto Municipal "	"Rialto"	"CA"	"USA"	34.12934361	-117.4016303
"2027"	"L70"	"Agua Dulce Airpark"	"Agua Dulce"	"CA"	"USA"	34.50415889	-118.3128561
"2028"	"L71"	"California City Municipal"	"California City"	"CA"	"USA"	35.15125306	-118.0166667
"2029"	"L72"	"Trona"	"Trona"	"CA"	"USA"	35.81245333	-117.3272783
"2030"	"L75"	"Southland "	"Sulphur"	"LA"	"USA"	30.13138889	-93.37611111
"2031"	"L83"	"Thibodaux Municipal"	"Thibodaux"	"LA"	"USA"	29.74779194	-90.83289889
"2032"	"L84"	"Lost Hills-Kern County"	"Lost Hills"	"CA"	"USA"	35.62357083	-119.6862383
"2033"	"L92"	"Alamo Landing "	"Alamo"	"NV"	"USA"	37.36246083	-115.1944622
"2034"	"LAA"	"Lamar Muni"	"Lamar"	"CO"	"USA"	38.06969444	-102.6885
"2035"	"LAF"	"Purdue University"	"Lafayette"	"IN"	"USA"	40.41231694	-86.93689889
"2036"	"LAL"	"Lakeland Linder Regional"	"Lakeland"	"FL"	"USA"	27.98891667	-82.01855556
"2037"	"LAM"	"Los Alamos"	"Los Alamos"	"NM"	"USA"	35.87980194	-106.2694153
"2038"	"LAN"	"Capital City"	"Lansing"	"MI"	"USA"	42.7787	-84.58735806
"2039"	"LAR"	"Laramie Regional"	"Laramie"	"WY"	"USA"	41.31205	-105.6749864
"2040"	"LAS"	"McCarran International"	"Las Vegas"	"NV"	"USA"	36.08036111	-115.1523333
"2041"	"LAW"	"Lawton-Ft Sill Regional"	"Lawton"	"OK"	"USA"	34.56771444	-98.41663667
"2042"	"LAX"	"Los Angeles International"	"Los Angeles"	"CA"	"USA"	33.94253611	-118.4080744
"2043"	"LBB"	"Lubbock International"	"Lubbock"	"TX"	"USA"	33.66363889	-101.8227778
"2044"	"LBE"	"Arnold Palmer Regional"	"Latrobe"	"PA"	"USA"	40.27594	-79.40479722
"2045"	"LBF"	"North Platte Regional "	"North Platte"	"NE"	"USA"	41.12621194	-100.6836542
"2046"	"LBL"	"Liberal Municipal"	"Liberal"	"KS"	"USA"	37.04420944	-100.9598611
"2047"	"LBO"	"Floyd W Jones Lebanon"	"Lebanon"	"MO"	"USA"	37.64718056	-92.65375778
"2048"	"LBT"	"Lumberton Municipal"	"Lumberton"	"NC"	"USA"	34.60991667	-79.05944444
"2049"	"LBX"	"Brazoria County"	"Angleton"	"TX"	"USA"	29.10863889	-95.46208056
"2050"	"LCG"	"Wayne Municipal"	"Wayne"	"NE"	"USA"	42.24188889	-96.98141667
"2051"	"LCH"	"Lake Charles Regional"	"Lake Charles"	"LA"	"USA"	30.1260975	-93.22340361
"2052"	"LCI"	"Laconia Municipal"	"Laconia"	"NH"	"USA"	43.57272806	-71.41890028
"2053"	"LCK"	"Rickenbacker International "	"Columbus"	"OH"	"USA"	39.81375917	-82.92786472
"2054"	"LCQ"	"Lake City Municipal"	"Lake City"	"FL"	"USA"	30.18205556	-82.57686111
"2055"	"LDJ"	"Linden "	"Linden"	"NJ"	"USA"	40.61744722	-74.24459417
"2056"	"LDM"	"Mason County"	"Ludington"	"MI"	"USA"	43.96253278	-86.40791528
"2057"	"LEB"	"Lebanon Municipal"	"Lebanon"	"NH"	"USA"	43.62637222	-72.30426722
"2058"	"LEE"	"Leesburg Regional"	"Leesburg"	"FL"	"USA"	28.82274417	-81.80900722
"2059"	"LEM"	"Lemmon Municipal"	"Lemmon"	"SD"	"USA"	45.91869722	-102.1061778
"2060"	"LEW"	"Auburn-Lewiston Municipal"	"Auburn-Lewiston"	"ME"	"USA"	44.04847278	-70.2835075
"2061"	"LEX"	"Blue Grass "	"Lexington"	"KY"	"USA"	38.03697222	-84.60538889
"2062"	"LFK"	"Lufkin-Angelina County"	"Lufkin"	"TX"	"USA"	31.23401389	-94.75
"2063"	"LFT"	"Lafayette Regional"	"Lafayette"	"LA"	"USA"	30.20527972	-91.987655
"2064"	"LGA"	"LaGuardia"	"New York"	"NY"	"USA"	40.77724306	-73.87260917
"2065"	"LGB"	"Long Beach (Daugherty )"	"Long Beach"	"CA"	"USA"	33.81772222	-118.1516111
"2066"	"LGC"	"LaGrange-Callaway"	"Lagrange"	"GA"	"USA"	33.00884694	-85.07260556
"2067"	"LGD"	"La Grande/Union County"	"La Grande"	"OR"	"USA"	45.29020944	-118.0071108
"2068"	"LGU"	"Logan-Cache"	"Logan"	"UT"	"USA"	41.78773083	-111.8526822
"2069"	"LHD"	"Lake Hood SPB"	"Anchorage"	"AK"	"USA"	61.18000361	-149.9719322
"2070"	"LHM"	"Lincoln Regional "	"Lincoln"	"CA"	"USA"	38.90916111	-121.3513361
"2071"	"LHQ"	"Fairfield County"	"Lancaster"	"OH"	"USA"	39.75564722	-82.65711
"2072"	"LHV"	"Wm T Piper Memorial"	"Lock Haven"	"PA"	"USA"	41.13618028	-77.42053556
"2073"	"LHX"	"La Junta Muni"	"La Junta"	"CO"	"USA"	38.05134111	-103.5106908
"2074"	"LHZ"	"Franklin County"	"Louisburg"	"NC"	"USA"	36.02334528	-78.33027139
"2075"	"LIC"	"Limon Municipal"	"Limon"	"CO"	"USA"	39.272765	-103.6663392
"2076"	"LIH"	"Lihue"	"Lihue"	"HI"	"USA"	21.97598306	-159.3389581
"2077"	"LIT"	"Adams "	"Little Rock"	"AR"	"USA"	34.72939611	-92.22424556
"2078"	"LJF"	"Litchfield Municipal"	"Litchfield"	"MN"	"USA"	45.09712889	-94.50726833
"2079"	"LKP"	"Lake Placid"	"Lake Placid"	"NY"	"USA"	44.26447361	-73.96186639
"2080"	"LKR"	"Lancaster County"	"Lancaster"	"SC"	"USA"	34.72291667	-80.85458333
"2081"	"LKU"	"Louisa County / Freeman "	"Louisa"	"VA"	"USA"	38.00983333	-77.97013889
"2082"	"LKV"	"Lake County"	"Lakeview"	"OR"	"USA"	42.16111111	-120.3990703
"2083"	"LLJ"	"Challis"	"Challis"	"ID"	"USA"	44.52297806	-114.2175642
"2084"	"LLQ"	"Monticello Municipal"	"Monticello"	"AR"	"USA"	33.6385525	-91.75101833
"2085"	"LLU"	"Lamar Municipal"	"Lamar"	"MO"	"USA"	37.4894925	-94.31150444
"2086"	"LMS"	"Louisville-Winston County"	"Louisville"	"MS"	"USA"	33.14620944	-89.06247917
"2087"	"LMT"	"Klamath Falls International"	"Klamath Falls"	"OR"	"USA"	42.15614361	-121.7332081
"2088"	"LNA"	"Palm Beach County Park"	"Lantana"	"FL"	"USA"	26.593	-80.08505556
"2089"	"LNC"	"Lancaster"	"Lancaster"	"TX"	"USA"	32.57919111	-96.71905111
"2090"	"LND"	"Hunt "	"Lander"	"WY"	"USA"	42.81523611	-108.7298392
"2091"	"LNK"	"Lincoln Municipal"	"Lincoln"	"NE"	"USA"	40.85097222	-96.75925
"2092"	"LNL"	"Kings Land O' Lakes"	"Land O' Lakes"	"WI"	"USA"	46.15387722	-89.21194417
"2093"	"LNN"	"Lost Nation"	"Willoughby"	"OH"	"USA"	41.68391667	-81.39030556
"2094"	"LNP"	"Lonesome Pine"	"Wise"	"VA"	"USA"	36.98743194	-82.53017361
"2095"	"LNS"	"Lancaster"	"Lancaster"	"PA"	"USA"	40.12171528	-76.29609778
"2096"	"LNY"	"Lanai"	"Lanai City"	"HI"	"USA"	20.78561111	-156.9514181
"2097"	"LOL"	"Derby "	"Lovelock"	"NV"	"USA"	40.066405	-118.5651664
"2098"	"LOT"	"Lewis University"	"Chicago/Romeoville"	"IL"	"USA"	41.60844444	-88.09094444
"2099"	"LOU"	"Bowman "	"Louisville"	"KY"	"USA"	38.228	-85.66372222
"2100"	"LOZ"	"London-Corbin  Magee "	"London"	"KY"	"USA"	37.08727778	-84.07677778
"2101"	"LPC"	"Lompoc"	"Lompoc"	"CA"	"USA"	34.66561028	-120.4667883
"2102"	"LPR"	"Lorain Co Regional"	"Lorain/Elyria"	"OH"	"USA"	41.34427778	-82.17763889
"2103"	"LQK"	"Pickens County"	"Pickens"	"SC"	"USA"	34.80997222	-82.70288889
"2104"	"LQR"	"Larned-Pawnee County"	"Larned"	"KS"	"USA"	38.20809667	-99.08607306
"2105"	"LRD"	"Laredo International"	"Laredo"	"TX"	"USA"	27.54373861	-99.46154361
"2106"	"LRG"	"Lincoln Regional"	"Lincoln"	"ME"	"USA"	45.36216083	-68.53474694
"2107"	"LRJ"	"Le Mars Municipal"	"Le Mars"	"IA"	"USA"	42.77801778	-96.19368944
"2108"	"LRU"	"Las Cruces International"	"Las Cruces"	"NM"	"USA"	32.28941667	-106.9219722
"2109"	"LSB"	"Lordsburg Municipal"	"Lordsburg"	"NM"	"USA"	32.33278083	-108.6909742
"2110"	"LSE"	"La Crosse Municipal"	"La Crosse"	"WI"	"USA"	43.87937972	-91.25653778
